Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,MQ Publication Date,MQ Assessment Date,Level,Performance Compared to Previous Year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,CP Publication Date,CP Assessment Date,Benchmark ID,Carbon Performance Alignment,Carbon Performance Alignment Year,Previous Carbon Performance Alignment,Previous Carbon Performance Alignment Year,History to Projection Cutoff Year,CP Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Assumptions
Siam City Cement,Thailand,THA,Cement,No,medium,"TH0021010Z06, TH0021010R14","6806376, 6363194",01/11/2021,31/03/2021,2,up,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No,No,01/02/2021,23/12/2020,Cement_01/02/2021,Not Aligned,,,,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),0.676,0.696,0.699,0.717,0.722,0.695,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPI has not made any further assumptions in order to project this company’s Carbon Performance.
Siemens,Germany,DEU,Other Industrials,Yes,large,DE0007236101,5727973,01/11/2021,31/03/2021,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siemens Energy,Germany,DEU,Other Industrials,No,unlisted,DE000ENER6Y0,BMTVQK9,01/11/2021,31/03/2021,2,new,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sims Metal Management,Australia,AUS,Steel,No,medium,AU000000SGM7,B0LCW75,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not applicable,No,Yes,Yes,Yes,No,No,No,01/02/2021,23/12/2020,Steel_01/02/2021,No or unsuitable disclosure,,,,,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance."
Singapore Airlines,Singapore,SGP,Airlines,No,large,"SG1V61937297, SGXN46541243, SGXN93802555","6811734, BMVF5Y6, BMBP0H4",01/11/2021,31/03/2021,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not applicable,No,Yes,No,No,No,No,No,01/12/2020,23/10/2020,Airlines_01/12/2020,Not Aligned,,Not Aligned,,2019,Carbon intensity (gCO2 / RTK),,868.0,866.0,858.0,825.0,809.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.
Sinopec China Petroleum & Chemical,China,CHN,Oil & Gas,Yes,large,"CNE1000002Q2, CNE0000018G1","6291819, 6373728, BP3R240",01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,01/11/2021,05/08/2021,Oil & Gas_01/11/2021,Not Aligned,,Not Aligned,,2020,Emissions intensity (gCO2e / MJ),,,,,81.974762,82.23130331,81.49960848,82.18370867,81.73246653,81.28122439,80.82998226,80.44361152,80.05724078,79.67087004,79.2844993,78.89812856,78.51175782,78.12538708,77.73901634,77.3526456,76.96627486,76.57990412,76.19353338,75.80716264,75.4207919,75.03442116,74.64805042,74.26167968,73.87530894,73.4889382,73.10256746,72.71619672,72.32982598,71.94345524,71.5570845,71.17071376,70.78434302,70.39797228,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure."
Snam IT,Italy,ITA,Oil & Gas Distribution,No,unlisted,IT0003153415,7251470,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sojitz,Japan,JPN,Coal Mining,No,medium,JP3663900003,6594143,01/11/2021,31/03/2021,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvay,Belgium,BEL,Chemicals,No,medium,BE0003470755,4821100,01/11/2021,31/03/2021,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,01/02/2021,23/12/2020,Aluminium_01/02/2021,Not Aligned,,Not Aligned,,2018,Carbon intensity (tCO2e / t aluminium),,,,,,16.353,16.214,16.076,15.937,15.798,15.66,15.521,15.382,15.243,15.105,14.966,14.827,14.689,14.55,14.411,14.272,14.134,13.995,13.856,13.718,13.579,13.44,13.302,13.163,13.024,12.885,12.747,12.608,12.469,12.331,12.192,12.053,11.914,The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.
South32 (Coal Mining),Australia,AUS,Coal Mining,Yes,large,AU000000S320,BWSW5D9,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South32 (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000S320,BWSW5D9,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,01/11/2021,05/08/2021,Diversified Mining_01/11/2021,Not Aligned,,Not Aligned,,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),,,,98.89162206,95.02848006,92.49924016,89.99104596,89.77054041,89.55003485,89.3295293,89.10902375,88.88851819,88.66801264,88.44750708,88.22700153,88.00649597,87.78599042,87.56548486,87.34497931,87.12447376,86.9039682,86.68346265,86.46295709,86.24245154,86.02194598,85.80144043,85.58093487,85.36042932,85.13992377,84.91941821,84.69891266,84.4784071,84.25790155,84.03739599,83.81689044,83.59638488,83.37587933,83.15537378,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP."
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,No,Yes,No,01/11/2021,05/08/2021,Electricity Utilities_01/11/2021,Below 2 Degrees,2050,Below 2 Degrees,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),0.577,0.59,0.544,0.528,0.50898,0.491,0.446,0.401,0.401530802,0.402061603,0.402592405,0.403123206,0.403654008,0.404184809,0.404715611,0.405246412,0.405777214,0.406308015,0.385992614,0.365677214,0.345361813,0.325046412,0.304731011,0.284415611,0.26410021,0.243784809,0.223469408,0.203154008,0.182838607,0.162523206,0.142207805,0.121892405,0.101577004,0.081261603,0.060946202,0.040630802,0.020315401,0.0,"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS)."
Southern Copper,United States of America,USA,Diversified Mining,No,large,US84265V1052,2823777,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not applicable,No,No,No,No,No,No,No,01/02/2021,23/12/2020,Diversified Mining_01/02/2021,No or unsuitable disclosure,,No or unsuitable disclosure,,,Carbon intensity (tonne CO2e / tonne copper equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance."
Southwest,United States of America,USA,Airlines,No,large,US8447411088,2831543,01/11/2021,31/03/2021,2,down,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not applicable,No,No,Yes,No,No,No,No,01/12/2020,23/10/2020,Airlines_01/12/2020,Not Aligned,,Not Aligned,,2019,Carbon intensity (gCO2 / RTK),,1011.0,976.0,968.0,961.0,943.0,957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set additional targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology."
SsangYong Cement Industrial,South Korea,KOR,Cement,No,medium,KR7003410008,6837280,01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Not applicable,No,No,No,No,No,No,No,01/02/2021,23/12/2020,Cement_01/02/2021,No or unsuitable disclosure,,,,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance."
St Gobain,France,FRA,Other Industrials,Yes,large,FR0000125007,7380482,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Dynamics,United States of America,USA,Steel,No,medium,US8581191009,2849472,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No,No,01/02/2021,23/12/2020,Steel_01/02/2021,2 Degrees,2017,No or unsuitable disclosure,,2019,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,0.52,0.53,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance."
Stora Enso,Finland,FIN,Paper,No,medium,"FI0009005961, FI0009007611","5072673, 5594144",01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,01/02/2021,23/12/2020,Paper_01/02/2021,Paris Pledges,2014,Below 2 Degrees,2014,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",0.354,0.361,0.321,0.308,0.313,0.326,0.297,0.295,0.293,0.29,0.288,0.286,0.284,0.282,0.28,0.277,0.275,0.273,,,,,,,,,,,,,,,,,,,,,TPI has not made any further assumptions in order to project this company’s Carbon Performance.
Subaru,Japan,JPN,Autos,No,large,JP3814800003,6356406,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,01/12/2020,23/10/2020,Autos_01/12/2020,Not Aligned,,Not Aligned,,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),159.0,160.0,157.0,158.0,156.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subaru has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance."
Sumitomo,Japan,JPN,Coal Mining,No,large,JP3404600003,6858946,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumitomo Chemical,Japan,JPN,Aluminium,No,medium,JP3401400001,6858560,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,Yes,Yes,No,01/02/2021,23/12/2020,Aluminium_01/02/2021,No or unsuitable disclosure,,,,,Carbon intensity (tCO2e / t aluminium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance."
Sumitomo Metal Mining,Japan,JPN,Diversified Mining,No,large,JP3402600005,6858849,01/11/2021,31/03/2021,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumitomo Osaka Cement,Japan,JPN,Cement,No,medium,JP3400900001,6858548,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Not applicable,No,No,No,No,No,No,No,01/02/2021,23/12/2020,Cement_01/02/2021,No or unsuitable disclosure,,No or unsuitable disclosure,,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance."
Suncor Energy,Canada,CAN,Oil & Gas,Yes,large,CA8672241079,B3NB1P2,01/11/2021,31/03/2021,4,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,01/11/2021,05/08/2021,Oil & Gas_01/11/2021,Not Aligned,,Not Aligned,,2020,Emissions intensity (gCO2e / MJ),,90.94611717,87.9834997,87.02195133,87.80810843,88.75295693,89.19913014,89.12297777,88.12678792,87.13059806,86.13440821,85.13821836,84.1420285,83.14583865,82.1496488,81.15345894,80.15726909,79.16107924,78.41312278,77.66516631,76.91720985,76.16925339,75.42129693,74.67334047,73.925384,73.17742754,72.42947108,71.68151462,70.93355815,70.18560169,69.43764523,68.68968877,67.94173231,67.19377584,66.44581938,65.69786292,64.94990646,64.20195,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure."
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/11/2021,31/03/2021,3,up,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No,01/02/2021,23/12/2020,Paper_01/02/2021,Paris Pledges,2015,Below 2 Degrees,2016,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,0.213,0.207,0.2,0.193,0.2,0.198,0.197,0.195,0.193,0.192,0.19,0.188,0.186,0.185,0.183,0.181,,,,,,,,,,,,,,,,,,,,,TPI has not made any further assumptions in order to project this company’s Carbon Performance.
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,01/12/2020,23/10/2020,Autos_01/12/2020,2 Degrees (Shift-Improve),2013,Paris Pledges,2013,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),115.0,112.0,110.0,108.0,107.0,106.0,104.0,101.0,99.0,96.0,94.0,91.0,89.0,86.0,84.0,81.0,79.0,76.0,73.0,70.0,67.0,64.0,60.0,57.0,54.0,51.0,48.0,45.0,41.0,38.0,35.0,32.0,29.0,25.0,22.0,19.0,16.0,13.0,TPI has not made any further assumptions in order to project this company’s Carbon Performance.
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not applicable,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATNEFT,Russia,RUS,Oil & Gas,No,large,"RU0009033591, RU0006944147, US8766292051","B59BXN2, B5B1TJ8, BYY37Q7",01/11/2021,31/03/2021,1,unchanged,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,01/11/2021,05/08/2021,Oil & Gas_01/11/2021,Not Aligned,,Not Aligned,,2020,Emissions intensity (gCO2e / MJ),,,,76.19655084,77.05120485,76.99740688,78.45848005,78.48862231,78.19336713,77.89811196,77.60285678,77.30760161,77.01234643,76.86367162,76.7149968,76.56632199,76.41764718,76.26897236,76.07444653,75.87992071,75.68539488,75.49086905,75.29634323,75.1018174,74.90729157,74.71276575,74.51823992,74.32371409,74.12918827,73.93466244,73.74013661,73.54561079,73.35108496,73.15655913,72.96203331,72.76750748,72.57298165,72.37845583,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure."
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,"BJMY6G0, BJMY6F9",01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,01/11/2021,05/08/2021,Electricity Utilities_01/11/2021,Not Aligned,,Not Aligned,,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,0.43663319,0.44366148,0.428132691,0.427256333,0.420000231,0.41274413,0.405488028,0.398231927,0.390975825,0.383719723,0.376463622,0.36920752,0.361951419,0.354695317,0.347439216,,,,,,,,,,,,,,,,,,,,,,The company discloses an emissions intensity for the year 2019 using a boundary that is inconsistent with TPI’s methodology for this sector. We therefore do not include this year in the assessment.
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Not applicable,No,Yes,No,Yes,Yes,No,No,01/02/2021,23/12/2020,Cement_01/02/2021,Below 2 Degrees,2049,Not Aligned,,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),0.686,0.692,0.692,0.683,0.679,0.671,0.675,0.673,0.671,0.669,0.667,0.664,0.662,0.642,0.621,0.601,0.58,0.559,0.539,0.518,0.498,0.477,0.456,0.436,0.415,0.394,0.374,0.353,0.333,0.312,0.291,0.271,0.25,0.23,0.209,0.188,0.168,0.147,The company has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/11/2021,31/03/2021,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not applicable,No,Yes,No,No,No,No,No,01/02/2021,23/12/2020,Cement_01/02/2021,Not Aligned,,No or unsuitable disclosure,,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,0.727,0.719,0.711,0.702,0.694,0.685,0.677,0.669,0.665,0.661,0.657,0.653,0.649,,,,,,,,,,,,,,,,,,,,,The company discloses a target using an activity measure that is inconsistent with TPI’s methodology for this sector. The targeted carbon intensity has therefore been recalculated according to TPI methodology. TPI assumes that the targeted intensity for Taiwan activities remains constant for the years 2025-2030. TPI has not made any further assumptions in order to project this company’s Carbon Performance
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/11/2021,31/03/2021,2,unchanged,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Steel,India,IND,Steel,No,large,"INE081A01012, INE00BYW9529","6101156, BG02FM4",01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,No,No,Yes,No,01/02/2021,23/12/2020,Steel_01/02/2021,Not Aligned,,Not Aligned,,2019,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,2.089,2.076,2.111,2.092,2.074,2.055,2.037,2.018,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,The company has set further targets to reduce its emissions intensity.
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,"2879327, 2124533",01/11/2021,31/03/2021,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
