Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),The company discloses an emissions target using an activity measure figure that is inconsistent with TPI’s methodology for this sector. The targeted carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,0.705,0.689,0.64,0.633,0.626,0.62,0.613,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/02/2020,20/12/2019,Not Aligned,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Semen Indonesia has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,0.696,0.695,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/09/2018,18/09/2018,Not Aligned,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Semen Indonesia has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,0.696,0.695,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semen Indonesia,Indonesia,IDN,Cement,No,large,ID1000106800,6795236,01/09/2017,14/09/2017,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/10/2020,12/08/2020,Not Aligned,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.321,0.315,0.294,0.241,0.208,0.218,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/09/2019,02/08/2019,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.321,0.315,0.294,0.241,0.208,0.218,0.217,0.216,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sempra Energy,United States of America,USA,Electricity Utilities,No,large,US8168511090,2138158,01/07/2018,02/07/2018,Below 2 Degrees,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),Sempra Energy has set a target to reduce its emissions intensity. TPI has not adjusted this target.,0.321,0.315,0.294,0.254,0.246,0.238,0.231,0.223,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severstal,Russia,RUS,Steel,Yes,large,RU0009046510,B5B9C59,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as the base year figures are not disclosed yet.",,,,,,1.804,1.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severstal,Russia,RUS,Steel,Yes,large,RU0009046510,B5B9C59,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"Severstal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,1.809851167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severstal,Russia,RUS,Steel,Yes,large,RU0009046510,B5B9C59,01/09/2018,18/09/2018,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of steel),"Severstal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Severstal,Russia,RUS,Steel,Yes,large,RU0009046510,B5B9C59,01/09/2017,14/09/2017,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong Chenming,China,CHN,Paper,No,medium,CNE100000BK2,6801832,01/02/2021,23/12/2020,Not Aligned,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong Chenming,China,CHN,Paper,No,medium,CNE100000BK2,6801832,01/02/2020,20/12/2019,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong Chenming,China,CHN,Paper,No,medium,CNE100000BK2,6801832,01/11/2018,09/10/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Shandong Chenming has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong Chenming,China,CHN,Paper,No,medium,CNE100000BK2,6801832,01/02/2018,14/02/2018,No or unsuitable disclosure,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showa Denko,Japan,JPN,Aluminium,No,medium,JP3368000000,6805469,01/02/2021,23/12/2020,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Shree Cement has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,,,,0.562,0.555,0.553,0.555,0.549,0.542,0.536,0.529,0.523,0.517,0.51,0.504,0.497,0.491,0.485,,,,,,,,,,,,,,,,,,,,
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/02/2020,20/12/2019,2 Degrees,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has set targets to reduce its absolute emissions. To calculate this companyís targeted 2020 emissions intensity, TPI has assumed that: the ratio between the cementitious product emission intensity and cement production emission intensity from 2015-16ó2016-17 remains constant.",,,0.562,0.555,0.553,0.552333333,0.551666667,0.551,0.5440605,0.537121,0.5301815,0.523242,0.5163025,0.509363,0.5024235,0.495484,0.4885445,0.481605,,,,,,,,,,,,,,,,,,,,
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/09/2018,18/09/2018,Not Aligned,2016,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Shree Cements has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Cements,India,IND,Cement,No,large,INE070A01015,6100357,01/09/2017,14/09/2017,Paris Pledges,2015,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,0.588,0.576,0.552,0.551,0.549,0.548,0.546,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siam Cement,Thailand,THA,Cement,No,large,TH0003010Z04,6609917,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),The company has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.625,0.629,0.643,0.641,0.651,0.658,0.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siam Cement,Thailand,THA,Cement,No,large,TH0003010Z04,6609917,01/02/2020,20/12/2019,2 Degrees,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Siam Cement has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this companyís carbon performance.,0.625,0.629,0.643,0.641,0.651,0.658,0.612,0.566,0.5547,0.5434,0.5321,0.5208,0.5095,0.4982,0.4869,0.4756,0.4643,0.453,,,,,,,,,,,,,,,,,,,,
Siam Cement,Thailand,THA,Cement,No,large,TH0003010Z04,6609917,01/09/2018,18/09/2018,Not Aligned,2017,Carbon intensity (tonnes of CO2 per tonne of cementitious product),Siam Cement has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,0.625,0.629,0.643,0.641,0.651,0.64,0.63,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siam Cement,Thailand,THA,Cement,No,large,TH0003010Z04,6609917,01/09/2017,14/09/2017,Not Aligned,2015,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,0.625,0.629,0.643,0.638,0.634,0.629,0.625,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siam City Cement,Thailand,THA,Cement,No,medium,TH0021010Z06,6806376,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.676,0.696,0.699,0.717,0.722,0.695,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sims Metal Management,Australia,AUS,Steel,No,medium,AU000000SGM7,B0LCW75,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore Airlines,Singapore,SGP,Airlines,No,large,SG1V61937297,6811734,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,868.0,866.0,858.0,825.0,809.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore Airlines,Singapore,SGP,Airlines,No,large,SG1V61937297,6811734,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. It is assumed that the company's reported freight traffic figures relate to the whole of the SIA Group. TPI’s intensity calculation for 2018 includes emissions and passenger traffic data for the Scoot subsidiary, but the equivalent calculation for previous years excludes Scoot data. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,645.0,644.0,642.0,619.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore Airlines,Singapore,SGP,Airlines,No,large,SG1V61937297,6811734,01/02/2019,04/01/2019,Not Aligned,2017,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. TPI’s intensity calculation excludes emissions and passenger traffic data for the Scoot subsidiary.",,138.0,138.0,141.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/02/2021,23/12/2020,Not Aligned,2018,Carbon intensity (tCO2e / t aluminium),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,,16.353,16.214,16.076,15.937,15.798,15.66,15.521,15.382,15.243,15.105,14.966,14.827,14.689,14.55,14.411,14.272,14.134,13.995,13.856,13.718,13.579,13.44,13.302,13.163,13.024,12.885,12.747,12.608,12.469,12.331,12.192,12.053,11.914
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tCO2e / t aluminium),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,,16.18548885,16.05201921,15.91854956,15.78507992,15.65161028,15.51814064,15.38467099,15.25120135,15.11773171,14.98426207,14.85079242,14.71732278,14.58385314,,,,,,,,,,,,,,,,,,,,
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/02/2019,17/12/2018,No or unsuitable disclosure,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.
South32 discloses emissions data as well as targets, but these refer to the company as a whole and not to aluminium activities specifcially.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South32 (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000S320,BWSW5D9,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,98.888,95.026,92.459,89.737,89.517,89.297,89.077,88.857,88.637,88.418,88.198,87.978,87.758,87.538,87.318,87.098,86.878,86.658,86.439,86.219,85.999,85.779,85.559,85.339,85.119,84.899,84.68,84.46,84.24,84.02,83.8,83.58,83.36,83.14,82.92
South32 (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000S320,BWSW5D9,01/10/2020,12/08/2020,Not Aligned,2018,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,98.89,95.03,94.0,93.67,93.34,93.01,92.67,92.34,92.01,91.68,91.35,91.02,90.69,90.36,90.02,89.69,89.36,89.03,88.7,88.37,88.04,87.71,87.37,87.04,86.71,86.38,86.05,85.72,85.39,85.06,84.72,84.39,84.06,83.73,83.4
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/10/2020,12/08/2020,Below 2 Degrees,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.577,0.59,0.544,0.525,0.509,0.491,0.476,0.46,0.445,0.43,0.414,0.399,0.384,0.368,0.353,0.338,0.322,0.307,0.292,0.276,0.261,0.246,0.23,0.215,0.199,0.184,0.169,0.153,0.138,0.123,0.107,0.092,0.077,0.061,0.046,0.031,0.015,
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/09/2019,12/07/2019,Paris Pledges,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.577,0.59,0.544,0.525,0.51,0.491,0.482,0.472,0.463,0.454,0.445,0.436,0.427,0.417,0.408,0.399,0.39,0.381,,,,,,,,,,,,,,,,,,,,
